 SELECT mc.strcompanydisplaycode,(mc.strcompanydisplaycode || ' ' || mc.strcompanydisplayname) AS strcompanydisplaycodename, mc.strcompanydisplayname FROM m_company mc, m_attribute ma, m_attributerelation mar WHERE mc.lngcompanycode = mar.lngcompanycode  AND mar.lngattributecode = ma.lngattributecode  AND mar.lngattributecode = 3  AND mc.bytcompanydisplayflag = true     ORDER BY mc.strcompanydisplaycode 
 SELECT mc.strcompanydisplaycode,(mc.strcompanydisplaycode || ' ' || mc.strcompanydisplayname) AS strcompanydisplaycodename, mc.strcompanydisplayname FROM m_company mc, m_attribute ma, m_attributerelation mar WHERE mc.lngcompanycode = mar.lngcompanycode  AND mar.lngattributecode = ma.lngattributecode  AND mar.lngattributecode = 3  AND mc.bytcompanydisplayflag = true     ORDER BY mc.strcompanydisplaycode 
id	name1	name2
0000	0000 ¤½¤ÎÂ¾(ÆüËÜ)	¤½¤ÎÂ¾(ÆüËÜ)
0311	0311 ¥Ü¡¼¥¤¥º¥È¥¤»ö¶ÈÉô	¥Ü¡¼¥¤¥º¥È¥¤»ö¶ÈÉô
0341	0341 ¥¬¡¼¥ë¥º¥È¥¤»ö¶ÈÉô	¥¬¡¼¥ë¥º¥È¥¤»ö¶ÈÉô
0345	0345 ¥¤¥Î¥Ù¥¤¥Æ¥£¥Ö¥È¥¤»ö¶ÈÉô	¥¤¥Î¥Ù¥¤¥Æ¥£¥Ö¥È¥¤»ö¶ÈÉô
0346	0346 ¥×¥ì¥¤¥È¥¤»ö¶ÈÉô	¥×¥ì¥¤¥È¥¤»ö¶ÈÉô
0361	0361 ¥Ù¥ó¥À¡¼»ö¶ÈÉô¥«¥×¥»¥ë²Ý	¥Ù¥ó¥À¡¼»ö¶ÈÉô¥«¥×¥»¥ë²Ý
0362	0362 ¥­¥ã¥ó¥Ç¥£»ö¶ÈÉô	¥­¥ã¥ó¥Ç¥£»ö¶ÈÉô
0999	0999 ¥Ð¥ó¥À¥¤¤½¤ÎÂ¾	¥Ð¥ó¥À¥¤¤½¤ÎÂ¾
1103	1103 (³ô)¥¢¡¼¥È¥×¥ì¥¹¥È	(³ô)¥¢¡¼¥È¥×¥ì¥¹¥È
1112	1112 APEX MANUFACTURING CO., LTD.	APEX MANUFACTURING CO., LTD.
1113	1113 APEX¡¡DESIGN&ENGINEERING CO., LTD.	APEX¡¡DESIGN&ENGINEERING CO., LTD.
1119	1119 ARCADIA(H.K)LIMITED	ARCADIA(H.K)LIMITED
1202	1202 ­ëº£°æÀ½ºî½ê	­ëº£°æÀ½ºî½ê
1213	1213 (³ô)¥¤¥ï¥³¡¼	(³ô)¥¤¥ï¥³¡¼
1215	1215 (³ô)¸Þ½½Íò¥³¥ó¥Ô¥å¡¼¥¿¡¼¥×¥ì¥¹	(³ô)¸Þ½½Íò¥³¥ó¥Ô¥å¡¼¥¿¡¼¥×¥ì¥¹
1216	1216 ¥¤¥ó¥Æ¥Ã¥¯¡¡¥Ç¥¶¥¤¥ó³ô¼°²ñ¼Ò	¥¤¥ó¥Æ¥Ã¥¯¡¡¥Ç¥¶¥¤¥ó³ô¼°²ñ¼Ò
1326	1326 ³ô¼°²ñ¼Ò¡¡¥¦¥£¥º	³ô¼°²ñ¼Ò¡¡¥¦¥£¥º
1327	1327 (³ô)¥¦¥£¥ó¥¦¥£¥ó¥¹¥¿¥¤¥ë	(³ô)¥¦¥£¥ó¥¦¥£¥ó¥¹¥¿¥¤¥ë
1328	1328 VINH NGUYEN CONSTRUCTING TRADING MANUFACTURING CO.,LTD	VINH NGUYEN CONSTRUCTING TRADING MANUFACTURING CO.,LTD
1330	1330 VINH PHAT DEVELOPMENT TRADING PRODUCTION CO.,LTD	VINH PHAT DEVELOPMENT TRADING PRODUCTION CO.,LTD
1405	1405 ³ô¼°²ñ¼Ò¡¡¥¨¥¤¥È	³ô¼°²ñ¼Ò¡¡¥¨¥¤¥È
1406	1406 SSA LIMITED	SSA LIMITED
1409	1409 ­ê¥¨¥¹¥¢¥¤¥¨¥ì¥¯¥È¥í¥Ë¥¯¥¹	­ê¥¨¥¹¥¢¥¤¥¨¥ì¥¯¥È¥í¥Ë¥¯¥¹
1501	1501 (³ô)¤ª¤ì¤ó¤¸	(³ô)¤ª¤ì¤ó¤¸
1509	1509 OCEAN INDUSTRIAL INTERNATIONAL LIMITED	OCEAN INDUSTRIAL INTERNATIONAL LIMITED
2101	2101 ¥«¥¿¥ª¥«¥×¥é¥»¥¹(³ô)	¥«¥¿¥ª¥«¥×¥é¥»¥¹(³ô)
2106	2106 GINFAX DEVELOPMENT LTD.	GINFAX DEVELOPMENT LTD.
2107	2107 GUIDE LINK LIMITED.	GUIDE LINK LIMITED.
2114	2114 (³ô)¥«¥ì¥¤¥É¥¹¥³¡¼¥×	(³ô)¥«¥ì¥¤¥É¥¹¥³¡¼¥×
2115	2115 (³ô)²ÏÅÄ	(³ô)²ÏÅÄ
2116	2116 ´ØÀ¾¹ÚÁÇ(³ô)	´ØÀ¾¹ÚÁÇ(³ô)
2117	2117 (³ô)GAU¥Ç¥¶¥¤¥ó	(³ô)GAU¥Ç¥¶¥¤¥ó
2118	2118 (³ô)¥«¥ó¥é¼Ò	(³ô)¥«¥ó¥é¼Ò
2120	2120 CANSUM INDUSTRIES LIMITED	CANSUM INDUSTRIES LIMITED
2208	2208 KEYWICK LIMITED.	KEYWICK LIMITED.
2211	2211 ¶¨ÏÂ¥á¥¿¥ë(³ô)	¶¨ÏÂ¥á¥¿¥ë(³ô)
2213	2213 Í­¸Â²ñ¼Ò¥­¥ó¥°¡¦¥È¥¥¡¼¡¦¥«¥à	Í­¸Â²ñ¼Ò¥­¥ó¥°¡¦¥È¥¥¡¼¡¦¥«¥à
2215	2215 Kwong Fei Expectation mfg.Ltd	Kwong Fei Expectation mfg.Ltd
2216	2216 (³ô)°°±É	(³ô)°°±É
